Cluster;RA_ICRS;DE_ICRS;GLON;GLAT;r50;nbstars07;pmRA*;e_pmRA*;pmDE;e_pmDE;plx;e_plx;Flag;AgeNN;AVNN;DMNN;DistPc;X;Y;Z;Rgc;SimbadName;_RA.icrs;_DE.icrs
UBC_634          ;109.928;-18.975;232.976; -2.565; 0.043;  16; -1.698; 0.040;  1.406; 0.107; 0.321; 0.017;NN            ; 8.25; 0.58;12.35;  2952;  -1776;  -2354;  -132; 10386;UBC 634                        ;109.9280;-18.9750
UBC_636          ;118.829;-24.320;241.704;  2.034; 0.052;  14; -1.957; 0.036;  1.838; 0.042; 0.324; 0.014;NN            ; 8.25; 0.66;12.28;  2852;  -1351;  -2510;   101; 10011;UBC 636                        ;118.8290;-24.3200
UBC_637          ;123.755;-22.189;242.291;  6.997; 0.032;  28; -2.149; 0.112;  2.021; 0.072; 0.183; 0.026;NN            ; 9.22; 0.33;13.35;  4684;  -2161;  -4116;   570; 11279;UBC 637                        ;123.7550;-22.1890
UBC_638          ;123.753;-22.201;242.303;  6.980; 0.011;  10; -2.116; 0.040;  2.002; 0.109; 0.088; 0.021;NN            ; 9.20; 0.55;13.95;  6167;  -2845;  -5420;   749; 12429;UBC 638                        ;123.7530;-22.2010
UBC_639          ;117.422;-26.833;243.222; -0.362; 0.046;  11; -2.121; 0.036;  2.706; 0.093; 0.148; 0.009;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 639                        ;117.4220;-26.8330
UBC_640          ;120.586;-27.873;245.544;  1.510; 0.102;  39; -2.483; 0.093;  3.152; 0.092; 0.185; 0.020;NN            ; 7.94; 0.71;13.36;  4692;  -1941;  -4270;   123; 11133;UBC 640                        ;120.5860;-27.8730
UBC_641          ;116.010;-31.135;246.292; -3.586; 0.106;  12; -2.331; 0.083;  3.232; 0.065; 0.248; 0.007;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 641                        ;116.0100;-31.1350
UBC_642          ;130.420;-22.955;246.460; 11.613; 0.154;  14; -3.050; 0.199;  2.815; 0.126; 0.319; 0.033;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 642                        ;130.4200;-22.9550
UBC_643          ;120.500;-34.388;251.031; -2.001; 0.046;  18; -1.471; 0.058;  2.138; 0.059; 0.215; 0.016;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 643                        ;120.5000;-34.3880
UBC_644          ;122.523;-34.046;251.641; -0.388; 0.077;  17; -2.596; 0.100;  2.700; 0.052; 0.198; 0.015;NN            ; 8.35; 0.97;13.06;  4086;  -1287;  -3878;   -27; 10378;UBC 644                        ;122.5230;-34.0460
UBC_645          ;123.855;-33.814;252.065;  0.623; 0.152;  39; -2.198; 0.131;  3.124; 0.109; 0.166; 0.012;NN            ; 8.97; 0.30;13.51;  5034;  -1550;  -4789;    54; 10989;UBC 645                        ;123.8550;-33.8140
UBC_646          ;124.111;-34.057;252.382;  0.705; 0.085;  20; -2.529; 0.101;  3.280; 0.074; 0.105; 0.014;NN            ; 7.36; 0.67;14.02;  6358;  -1924;  -6059;    78; 11919;UBC 646                        ;124.1110;-34.0570
UBC_647          ;116.643;-48.192;261.603;-11.450; 0.113;  13; -2.243; 0.044;  1.694; 0.101; 0.643; 0.033;manual        ; 8.95; 0.27;10.87;  1494;   -213;  -1448;  -296;  8675;UBC 647                        ;116.6430;-48.1920
UBC_648          ;142.543;-34.136;262.222; 12.378; 0.046;  19; -4.289; 0.058;  1.811; 0.083; 0.172; 0.019;NN            ; 9.35; 0.46;13.53;  5085;   -672;  -4921;  1090; 10268;UBC 648                        ;142.5430;-34.1360
UBC_649          ;147.701;-34.344;265.617; 15.108; 0.112;  11; -5.623; 0.334;  2.354; 0.352; 0.441; 0.036;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 649                        ;147.7010;-34.3440
UBC_650          ;145.123;-49.685;274.302;  2.270; 0.074;  20; -4.694; 0.103;  3.256; 0.081; 0.264; 0.012;NN            ; 7.89; 0.78;12.42;  3053;    228;  -3042;   120;  8663;UBC 650                        ;145.1230;-49.6850
UBC_651          ;148.412;-55.756;279.713; -1.133; 0.084;  18; -5.020; 0.098;  2.724; 0.056; 0.244; 0.009;NN            ; 8.20; 2.54;12.96;  3907;    659;  -3851;   -77;  8592;UBC 651                        ;148.4120;-55.7560
UBC_652          ;162.381;-54.711;285.847;  4.057; 0.074;  20; -7.224; 0.064;  3.803; 0.057; 0.363; 0.022;manual        ; 7.00; 0.70;12.03;  2542;    692;  -2439;   179;  8027;UBC 652                        ;162.3811;-54.7110
UBC_653          ;160.101;-59.000;286.756; -0.303; 0.114;  37; -7.472; 0.106;  3.012; 0.107; 0.383; 0.015;NN            ; 7.49; 0.77;12.00;  2510;    723;  -2403;   -13;  7986;UBC 653                        ;160.1011;-59.0000
UBC_654          ;159.284;-59.875;286.815; -1.276; 0.103; 114; -5.713; 0.118;  2.491; 0.104; 0.231; 0.027;NN            ; 6.95; 1.53;13.10;  4159;   1203;  -3980;   -92;  8172;UBC 654                        ;159.2840;-59.8750
UBC_655          ;158.084;-62.941;287.847; -4.209; 0.030;  10; -5.786; 0.066;  2.739; 0.051; 0.282; 0.012;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 655                        ;158.0841;-62.9410
UBC_656          ;160.876;-61.098;288.091; -1.969; 0.028;   9; -5.963; 0.021;  2.707; 0.061; 0.209; 0.009;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 656                        ;160.8761;-61.0980
UBC_657          ;161.796;-61.144;288.501; -1.802; 0.062;  19; -5.486; 0.080;  2.580; 0.062; 0.171; 0.013;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 657                        ;161.7960;-61.1440
UBC_659          ;167.285;-60.687;290.734; -0.257; 0.074;  19; -6.297; 0.071;  1.387; 0.073; 0.367; 0.009;NN            ; 7.44; 1.09;11.86;  2352;    832;  -2200;   -10;  7822;UBC 659                        ;167.2851;-60.6870
UBC_660          ;168.369;-59.705;290.860;  0.864; 0.065;  17; -6.692; 0.070;  0.622; 0.048; 0.439; 0.013;manual        ; 9.00; 1.18;11.59;  2077;    739;  -1941;    31;  7844;UBC 660                        ;168.3691;-59.7050
UBC_661          ;168.158;-61.132;291.297; -0.528; 0.098;  16; -5.847; 0.084;  1.280; 0.037; 0.423; 0.013;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 661                        ;168.1581;-61.1320
UBC_662          ;178.897;-61.532;296.325;  0.621; 0.044;  36; -6.729; 0.057;  1.352; 0.074; 0.198; 0.019;NN            ; 7.64; 2.19;13.14;  4249;   1884;  -3808;    46;  7495;UBC 662                        ;178.8971;-61.5320
UBC_663          ;182.773;-63.626;298.497; -1.109; 0.112;   7; -5.724; 0.030; -0.053; 0.043; 0.361; 0.006;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 663                        ;182.7731;-63.6260
UBC_664          ;226.132;-60.862;318.438; -2.072; 0.069;  24; -4.362; 0.136; -3.377; 0.086; 0.296; 0.011;NN            ; 7.61; 1.62;12.38;  2993;   2238;  -1984;  -108;  6416;UBC 664                        ;226.1320;-60.8620
UBC_665          ;242.167;-51.407;331.156;  0.306; 0.047;  11; -2.216; 0.069; -4.224; 0.047; 0.480; 0.015;NN            ; 8.22; 2.47;11.50;  1992;   1744;   -961;    10;  6664;UBC 665                        ;242.1670;-51.4070
UBC_666          ;244.723;-51.594;332.167; -0.922; 0.061;  15; -3.281; 0.123; -4.543; 0.065; 0.193; 0.011;NN            ; 7.52; 3.14;13.02;  4025;   3559;  -1879;   -64;  5136;UBC 666                        ;244.7230;-51.5940
UBC_667          ;247.745;-48.386;335.833; -0.055; 0.025;  28; -1.679; 0.069; -3.500; 0.080; 0.326; 0.022;NN            ; 7.53; 2.21;12.31;  2902;   2647;  -1188;    -2;  5814;UBC 667                        ;247.7450;-48.3860
UBC_668          ;250.674;-48.010;337.443; -1.237; 0.092;  21; -0.538; 0.114; -1.053; 0.063; 0.307; 0.015;NN            ; 8.71; 2.71;12.15;  2693;   2486;  -1032;   -58;  5943;UBC 668                        ;250.6740;-48.0100
UBC_669          ;251.810;-46.665;338.953; -0.955; 0.065; 103; -1.767; 0.113; -4.081; 0.122; 0.374; 0.044;NN            ; 8.47; 1.90;11.88;  2378;   2219;   -853;   -39;  6180;UBC 669                        ;251.8100;-46.6650
UBC_670          ;253.093;-44.432;341.253; -0.199; 0.071;  10;  0.293; 0.049; -1.092; 0.070; 0.497; 0.014;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UBC 670                        ;253.0930;-44.4320
UBC_671          ;253.992;-43.207;342.603;  0.052; 0.047;  47; -0.844; 0.100; -2.418; 0.066; 0.371; 0.031;NN            ; 8.23; 2.32;11.83;  2320;   2214;   -693;     2;  6164;UBC 671                        ;253.9920;-43.2070
UBC_672          ;253.128;-41.525;343.510;  1.604; 0.111;  15; -0.645; 0.055; -2.009; 0.052; 0.565; 0.009;NN            ; 7.02; 1.14;11.01;  1595;   1528;   -452;    44;  6826;NAME UBC 672                   ;253.1280;-41.5250
UBC_68           ;091.180;+36.784;175.202;  7.397; 0.079;  54; -0.512; 0.113; -1.711; 0.144; 0.441; 0.056;NN            ; 8.33; 0.71;11.87;  2366;  -2338;    196;   304; 10680;UBC 68                         ;091.1800;+36.7840
UBC_7            ;106.786;-37.729;248.742;-13.345; 0.593;  77; -9.703; 0.199;  6.982; 0.216; 3.558; 0.064;manual        ; 7.50; 0.10; 7.21;   276;    -97;   -250;   -63;  8441;UBC 7                          ;106.7861;-37.7290
UBC_72           ;090.986;+26.651;184.020;  2.342; 0.093;  77;  0.342; 0.107; -0.005; 0.122; 0.520; 0.041;NN            ; 8.69; 0.97;11.41;  1912;  -1905;   -133;    78; 10246;UBC 72                         ;090.9860;+26.6510
UBC_73           ;095.381;+26.913;185.661;  5.918; 0.077;  50;  0.455; 0.111; -3.210; 0.094; 0.448; 0.030;NN            ; 8.59; 0.56;11.66;  2146;  -2124;   -210;   221; 10466;UBC 73                         ;095.3810;+26.9130
UBC_74           ;095.461;+22.419;189.690;  3.897; 0.072;  65;  1.076; 0.123; -2.616; 0.128; 0.356; 0.046;NN            ; 8.64; 1.38;12.05;  2570;  -2527;   -431;   174; 10876;UBC 74                         ;095.4610;+22.4190
UBC_76           ;088.994;+17.328;191.202; -3.887; 0.126;  24;  0.126; 0.085; -1.124; 0.076; 0.573; 0.019;NN            ; 7.57; 0.59;11.19;  1729;  -1692;   -335;  -117; 10038;UBC 76                         ;088.9940;+17.3280
UBC_77           ;089.190;+16.997;191.583; -3.891; 0.066;  37;  0.357; 0.130; -1.239; 0.087; 0.588; 0.048;NN            ; 7.70; 0.55;11.12;  1674;  -1636;   -335;  -113;  9982;UBC 77                         ;089.1900;+16.9970
UBC_8            ;084.519;+57.124;154.908; 13.352; 0.426; 103; -3.149; 0.143; -3.989; 0.153; 2.052; 0.041;NN            ; 8.70; 0.79; 8.49;   497;   -438;    205;   114;  8781;UBC 8                          ;084.5190;+57.1240
UBC_80           ;091.613;+08.745;199.965; -5.867; 0.098;  30; -0.499; 0.081; -0.923; 0.148; 0.457; 0.047;NN            ; 7.47; 0.47;11.60;  2085;  -1949;   -708;  -213; 10314;UBC 80                         ;091.6130;+08.7450
UBC_82           ;095.878;+08.369;202.299; -2.330; 0.093;  36;  1.318; 0.083; -2.305; 0.088; 0.424; 0.041;NN            ; 8.44; 0.67;11.84;  2336;  -2159;   -885;   -94; 10537;UBC 82                         ;095.8780;+08.3690
UBC_83           ;097.561;+07.335;203.990; -1.335; 0.117;  51; -1.067; 0.095;  0.388; 0.052; 0.483; 0.064;NN            ; 8.18; 0.85;11.62;  2105;  -1922;   -855;   -49; 10298;UBC 83                         ;097.5610;+07.3350
UBC_84           ;015.429;+61.720;124.149; -1.127; 0.095;  55; -1.536; 0.097; -0.978; 0.121; 0.370; 0.035;NN            ; 7.68; 1.61;12.12;  2650;  -1487;   2193;   -52; 10069;UBC 84                         ;015.4290;+61.7200
UBC_85           ;018.644;+57.816;126.021; -4.917; 0.095;  33; -3.697; 0.093; -0.615; 0.137; 0.361; 0.033;NN            ; 7.93; 1.10;12.08;  2608;  -1528;   2102;  -223; 10089;UBC 85                         ;018.6440;+57.8160
UBC_86           ;033.033;+57.619;133.596; -3.573; 0.120;  71; -0.847; 0.137; -0.974; 0.110; 0.343; 0.038;NN            ; 7.64; 1.16;12.03;  2544;  -1751;   1839;  -158; 10257;UBC 86                         ;033.0330;+57.6190
UBC_87           ;060.530;+56.419;147.098;  2.774; 0.079;  36;  0.791; 0.096; -1.324; 0.097; 0.389; 0.035;NN            ; 7.62; 1.71;11.98;  2491;  -2089;   1351;   120; 10516;UBC 87                         ;060.5300;+56.4190
UBC_88           ;058.170;+45.969;152.733; -6.154; 0.174;  88; -1.421; 0.178; -2.926; 0.185; 1.002; 0.046;NN            ; 7.72; 1.05; 9.89;   951;   -840;    433;  -101;  9190;UBC 88                         ;058.1700;+45.9690
UBC_9            ;276.544;+26.432; 54.469; 16.897; 0.437;  25;  0.651; 0.144; -5.404; 0.136; 2.869; 0.038;NN            ; 7.42; 0.15; 7.74;   353;    196;    275;   102;  8148;UBC 9                          ;276.5440;+26.4320
UBC_90           ;097.208;+14.921;197.107;  1.875; 0.038;  53;  1.245; 0.108; -1.348; 0.114; 0.336; 0.055;NN            ; 8.69; 1.14;12.32;  2913;  -2782;   -856;    95; 11155;UBC 90                         ;097.2080;+14.9210
UBC_91           ;267.433;-28.761;  0.615; -0.677; 0.062;  83; -0.587; 0.084; -1.126; 0.106; 0.420; 0.041;NN            ; 8.36; 1.28;11.71;  2195;   2194;     23;   -25;  6145;UBC 91                         ;267.4330;-28.7610
UBC_92           ;269.883;-26.655;  3.530; -1.488; 0.059; 105;  2.116; 0.091;  0.406; 0.096; 0.370; 0.044;NN            ; 8.48; 2.28;11.87;  2370;   2365;    145;   -61;  5976;UBC 92                         ;269.8830;-26.6550
UBC_93           ;268.575;-25.399;  4.030;  0.157; 0.033;  52; -0.923; 0.110; -1.875; 0.077; 0.334; 0.023;NN            ; 8.91; 2.69;11.93;  2432;   2426;    170;     6;  5916;UBC 93                         ;268.5750;-25.3990
UBC_94           ;269.643;-24.646;  5.188; -0.284; 0.102;  41; -1.652; 0.082; -4.451; 0.062; 0.747; 0.015;NN            ; 8.45; 1.32;10.53;  1276;   1271;    115;    -6;  7069;UBC 94                         ;269.6430;-24.6460
UBC_95           ;268.252;-22.171;  6.665;  2.051; 0.075;  84; -0.156; 0.114; -1.298; 0.115; 0.492; 0.024;NN            ; 8.60; 2.15;11.61;  2101;   2085;    243;    75;  6259;UBC 95                         ;268.2520;-22.1710
UBC_96           ;273.777;-16.314; 14.301;  0.386; 0.101;  41;  0.653; 0.082;  0.912; 0.078; 0.616; 0.027;NN            ; 8.22; 0.95;10.96;  1554;   1506;    384;    10;  6844;UBC 96                         ;273.7770;-16.3140
UBC_97           ;274.782;-15.722; 15.296; -0.170; 0.110;  33; -0.872; 0.087; -1.161; 0.094; 0.736; 0.020;NN            ; 8.08; 1.16;10.69;  1377;   1328;    363;    -4;  7020;UBC 97                         ;274.7820;-15.7220
UFMG_1           ;236.593;-56.792;325.190; -1.680; 0.101; 128; -1.630; 0.089; -3.196; 0.110; 0.360; 0.054;NN            ; 8.43; 2.38;11.90;  2398;   1968;  -1368;   -70;  6516;[FSC2019] UFMG 1               ;236.5930;-56.7920
UFMG_2           ;237.585;-55.961;326.137; -1.370; 0.070; 462; -4.425; 0.143; -3.048; 0.125; 0.357; 0.082;NN            ; 9.11; 2.86;11.74;  2228;   1849;  -1241;   -53;  6607;[FSC2019] UFMG 2               ;237.5850;-55.9610
UFMG_3           ;238.115;-55.419;326.710; -1.136; 0.109; 205; -1.037; 0.118; -2.225; 0.120; 0.461; 0.061;NN            ; 8.29; 2.25;11.45;  1949;   1629;  -1070;   -38;  6795;[FSC2019] UFMG 3               ;238.1150;-55.4190
UPK_108          ;315.551;+29.997; 74.965;-11.006; 0.641;  28;  1.073; 0.085; -4.748; 0.092; 1.173; 0.037;NN            ; 7.61; 0.27; 9.57;   820;    208;    777;  -156;  8168;UPK 108                        ;315.5510;+29.9970
UPK_113          ;317.505;+34.347; 79.393; -9.209; 0.255;  35;  2.169; 0.137; -2.418; 0.222; 1.434; 0.057;NN            ; 7.69; 0.15; 9.28;   717;    130;    696;  -114;  8239;UPK 113                        ;317.5050;+34.3470
UPK_119          ;308.572;+43.326; 81.987;  1.872; 0.197;  24; -0.644; 0.065; -1.960; 0.066; 1.274; 0.028;NN            ; 9.19; 0.71; 9.42;   765;    106;    757;    24;  8268;UPK 119                        ;308.5720;+43.3260
UPK_12           ;288.805;-22.143; 15.337;-14.956; 0.217;  47;  0.579; 0.179; -6.680; 0.182; 1.541; 0.085;NN            ; 8.30; 0.22; 8.99;   628;    585;    160;  -162;  7756;UPK 12                         ;288.8050;-22.1430
UPK_126          ;311.768;+43.816; 83.763;  0.292; 0.081;  34; -1.467; 0.264; -1.964; 0.290; 1.177; 0.121;NN            ; 7.13; 1.68; 9.51;   796;     86;    791;     4;  8291;UPK 126                        ;311.7680;+43.8160
UPK_13           ;282.007;-18.281; 16.194; -7.497; 0.102;  86; -1.131; 0.151; -4.104; 0.155; 1.063; 0.056;NN            ; 8.25; 0.67; 9.89;   950;    905;    262;  -124;  7439;UPK 13                         ;282.0070;-18.2810
UPK_131          ;315.517;+45.391; 86.698; -0.753; 0.186;  42;  2.833; 0.105; -1.080; 0.091; 1.013; 0.045;NN            ; 8.73; 1.11; 9.92;   964;     55;    963;   -12;  8340;UPK 131                        ;315.5170;+45.3910
UPK_136          ;322.841;+43.441; 88.774; -5.843; 0.573;  56;  0.012; 0.171; -0.591; 0.095; 1.533; 0.081;NN            ; 8.06; 0.31; 8.99;   626;     13;    623;   -63;  8349;UPK 136                        ;322.8410;+43.4410
UPK_137          ;306.015;+54.152; 89.850;  9.486; 0.295;  24; -2.289; 0.094; -6.064; 0.073; 1.166; 0.038;NN            ; 7.71; 0.35; 9.54;   809;      2;    798;   133;  8376;UPK 137                        ;306.0150;+54.1520
UPK_143          ;319.134;+49.942; 91.723;  0.560; 0.430; 110;  1.066; 0.142; -2.434; 0.143; 1.121; 0.050;NN            ; 8.41; 2.00; 9.80;   912;    -27;    912;     8;  8417;UPK 143                        ;319.1340;+49.9420
UPK_150          ;319.474;+54.516; 95.084;  3.637; 0.583;  67; -4.243; 0.134; -3.975; 0.118; 0.996; 0.038;NN            ; 7.41; 1.92;10.07;  1031;    -91;   1025;    65;  8493;UPK 150                        ;319.4740;+54.5160
UPK_152          ;319.315;+56.250; 96.212;  4.936; 0.249;  11;  3.655; 0.136; -1.208; 0.084; 1.324; 0.039;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UPK 152                        ;319.3150;+56.2500
UPK_155          ;311.731;+60.867; 97.169; 10.881; 0.499;  42; -2.255; 0.119; -3.856; 0.192; 1.096; 0.047;NN            ; 8.33; 0.69; 9.62;   838;   -102;    817;   158;  8482;UPK 155                        ;311.7310;+60.8670
UPK_16           ;287.360;-19.110; 17.659;-12.447; 0.150;   8; -0.428; 0.117; -5.166; 0.131; 1.196; 0.030;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UPK 16                         ;287.3600;-19.1100
UPK_166          ;339.203;+46.927;100.382; -9.914; 0.767; 204; -0.907; 0.145; -3.229; 0.229; 1.508; 0.064;NN            ; 7.43; 0.27; 9.09;   658;   -116;    638;  -113;  8481;UPK 166                        ;339.2030;+46.9270
UPK_167          ;337.143;+49.814;100.631; -6.737; 1.197; 156;  1.549; 0.259; -0.029; 0.240; 1.820; 0.126;NN            ; 8.09; 0.40; 8.74;   559;   -102;    545;   -65;  8460;UPK 167                        ;337.1430;+49.8140
UPK_168          ;343.832;+43.350;101.455;-14.583; 0.781; 170; -0.528; 0.146; -3.974; 0.171; 1.654; 0.081;NN            ; 7.56; 0.60; 8.90;   602;   -115;    571;  -151;  8475;UPK 168                        ;343.8320;+43.3500
UPK_169          ;326.718;+59.915;101.600;  4.776; 0.365;  52; -2.004; 0.092; -2.400; 0.124; 1.155; 0.027;NN            ; 7.14; 1.47; 9.78;   904;   -181;    882;    75;  8566;UPK 169                        ;326.7180;+59.9150
UPK_17           ;279.741;-15.034; 18.127; -4.114; 0.256;  87;  0.894; 0.167; -7.856; 0.233; 1.479; 0.048;NN            ; 8.73; 1.38; 9.31;   726;    688;    225;   -52;  7654;UPK 17                         ;279.7410;-15.0340
UPK_178          ;334.479;+60.071;104.863;  2.708; 0.078;  31; -4.297; 0.127; -3.322; 0.146; 1.039; 0.038;NN            ; 8.31; 1.80; 9.92;   962;   -246;    929;    45;  8636;UPK 178                        ;334.4790;+60.0710
UPK_18           ;280.763;-15.325; 18.325; -5.119; 0.165;  42;  3.112; 0.211;  0.980; 0.244; 1.280; 0.095;NN            ; 8.86; 1.04; 9.47;   782;    739;    244;   -69;  7604;UPK 18                         ;280.7630;-15.3250
UPK_180          ;339.051;+56.771;105.228; -1.337; 0.639;  62; -0.594; 0.234;  0.325; 0.171; 1.166; 0.042;NN            ; 8.39; 0.56; 9.63;   843;   -221;    813;   -19;  8600;UPK 180                        ;339.0510;+56.7710
UPK_185          ;346.424;+49.376;105.807; -9.937; 0.221; 109;  2.636; 0.158; -1.929; 0.180; 1.786; 0.054;NN            ; 7.85; 0.45; 8.79;   573;   -153;    543;   -98;  8511;UPK 185                        ;346.4240;+49.3760
UPK_194          ;336.446;+65.004;108.291;  6.350; 0.289; 115; -0.642; 0.173; -3.126; 0.312; 1.047; 0.054;NN            ; 8.18; 1.67;10.01;  1003;   -312;    946;   110;  8704;UPK 194                        ;336.4460;+65.0040
UPK_20           ;281.145;-14.456; 19.257; -5.037; 0.401;  64;  3.336; 0.192;  1.145; 0.193; 2.105; 0.064;NN            ; 9.33; 0.96; 8.47;   494;    465;    162;   -43;  7876;UPK 20                         ;281.1450;-14.4560
UPK_201          ;344.732;+61.648;110.010;  1.645; 0.143;  32; -3.995; 0.113; -3.376; 0.160; 1.061; 0.049;NN            ; 7.20; 3.39; 9.82;   919;   -314;    863;    26;  8697;UPK 201                        ;344.7320;+61.6480
UPK_21           ;282.895;-15.150; 19.397; -6.884; 0.234;  51;  7.839; 0.164;  0.721; 0.166; 1.667; 0.059;NN            ; 9.06; 0.81; 8.81;   578;    541;    190;   -69;  7800;UPK 21                         ;282.8950;-15.1500
UPK_219          ;351.854;+65.310;114.325;  3.861; 0.273;  27; -1.734; 0.050; -2.459; 0.115; 1.210; 0.040;NN            ; 8.17; 1.20; 9.71;   873;   -358;    794;    58;  8735;UPK 219                        ;351.8540;+65.3100
UPK_220          ;350.955;+66.505;114.361;  5.118; 0.202; 195; -2.416; 0.142; -2.584; 0.139; 1.009; 0.054;NN            ; 8.04; 2.16; 9.98;   990;   -407;    899;    88;  8793;UPK 220                        ;350.9550;+66.5050
UPK_23           ;282.218;-12.879; 21.149; -5.265; 0.124;  15; -0.913; 0.079; -2.127; 0.071; 1.021; 0.043;NN            ; 8.04; 1.11; 9.94;   972;    903;    349;   -89;  7444;UPK 23                         ;282.2180;-12.8790
UPK_230          ;353.465;+71.788;116.901;  9.758; 0.380;  28;  4.892; 0.083; -0.809; 0.173; 1.841; 0.050;NN            ; 7.86; 0.93; 8.74;   558;   -249;    490;    94;  8603;UPK 230                        ;353.4649;+71.7880
UPK_237          ;005.352;+65.495;119.828;  2.812; 0.212;  95; -0.585; 0.146; -3.732; 0.177; 1.329; 0.057;NN            ; 8.18; 1.72; 9.40;   758;   -376;    657;    37;  8741;UPK 237                        ;005.3520;+65.4950
UPK_24           ;282.646;-10.788; 23.030; -4.719; 1.045;  36; -3.751; 0.124; -9.838; 0.173; 1.945; 0.049;NN            ; 8.43; 0.95; 8.51;   502;    460;    195;   -41;  7881;UPK 24                         ;282.6460;-10.7880
UPK_241          ;009.677;+65.465;121.615;  2.637; 0.324;  22;  0.193; 0.076; -0.170; 0.057; 1.015; 0.037;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UPK 241                        ;009.6770;+65.4650
UPK_25           ;267.878;-02.779; 23.409; 11.957; 0.588;  21; -0.346; 0.086;  0.218; 0.123; 1.584; 0.037;NN            ; 8.55; 1.38; 8.89;   599;    538;    233;   124;  7804;UPK 25                         ;267.8780;-02.7790
UPK_26           ;283.438;-09.847; 24.413; -4.976; 0.303;  42;  0.062; 0.090; -4.419; 0.088; 1.108; 0.036;NN            ; 7.86; 0.59; 9.66;   855;    775;    352;   -74;  7572;UPK 26                         ;283.4380;-09.8470
UPK_265          ;031.915;+65.449;130.719;  3.751; 0.340;  46; -0.518; 0.114; -0.412; 0.121; 1.131; 0.051;NN            ; 7.94; 1.36; 9.75;   889;   -579;    672;    58;  8944;UPK 265                        ;031.9150;+65.4490
UPK_27           ;275.051;-05.167; 24.746;  4.550; 0.157;  69;  2.381; 0.177; -2.116; 0.161; 1.088; 0.066;NN            ; 9.21; 2.27; 9.83;   924;    836;    385;    73;  7513;UPK 27                         ;275.0510;-05.1670
UPK_28           ;277.352;-04.974; 25.992;  2.606; 0.153;  57;  0.772; 0.177; -2.511; 0.176; 1.109; 0.059;NN            ; 8.22; 2.88; 9.84;   927;    833;    406;    42;  7517;UPK 28                         ;277.3520;-04.9740
UPK_282          ;030.347;+43.787;136.075;-17.291; 0.180;  40; -2.800; 0.156; -3.227; 0.190; 1.209; 0.102;NN            ; 7.88; 0.27; 9.46;   779;   -536;    516;  -231;  8891;UPK 282                        ;030.3470;+43.7870
UPK_29           ;278.617;-05.470; 26.143;  1.259; 0.181;  62;  0.425; 0.196;  2.817; 0.175; 1.487; 0.076;NN            ; 8.91; 1.90; 9.17;   681;    611;    300;    14;  7734;UPK 29                         ;278.6170;-05.4700
UPK_292          ;056.301;+64.644;140.284;  7.883; 0.481;  29;  0.296; 0.268; -8.124; 0.141; 2.228; 0.057;notEnoughStars;     ;     ;     ;      ;       ;       ;      ;      ;UPK 292                        ;056.3010;+64.6440
UPK_294          ;060.902;+66.176;140.719; 10.087; 0.716;  34; -1.259; 0.180;  2.316; 0.176; 1.304; 0.032;NN            ; 8.24; 1.52; 9.55;   811;   -618;    505;   142;  8972;UPK 294                        ;060.9020;+66.1760
UPK_296          ;042.666;+48.561;142.404; -9.754; 0.808;  71;  1.935; 0.316; -6.656; 0.276; 1.866; 0.111;NN            ; 8.37; 0.39; 8.76;   565;   -441;    340;   -95;  8788;UPK 296                        ;042.6660;+48.5610
UPK_303          ;040.054;+40.291;144.774;-18.007; 0.734;  20; 18.197; 0.169;-24.154; 0.535; 4.606; 0.141;NN            ; 7.90; 0.05; 6.57;   206;   -160;    113;   -63;  8501;UPK 303                        ;040.0539;+40.2911
UPK_305          ;041.127;+39.027;145.757;-18.840; 1.597;  45;  2.979; 0.134; -6.525; 0.130; 2.391; 0.121;NN            ; 8.15; 0.12; 8.06;   408;   -319;    217;  -132;  8662;UPK 305                        ;041.1270;+39.0270
UPK_31           ;285.913;-08.510; 26.691; -6.582; 0.215;  29; -0.280; 0.130;  1.216; 0.109; 1.823; 0.071;NN            ; 8.70; 0.61; 8.65;   537;    477;    240;   -61;  7866;UPK 31                         ;285.9130;-08.5100
UPK_312          ;068.037;+56.066;150.320;  5.420; 0.260;  29;  0.179; 0.059; -0.730; 0.083; 1.406; 0.037;NN            ; 8.68; 0.54; 9.29;   720;   -623;    355;    68;  8970;UPK 312                        ;068.0370;+56.0660
