Cluster,RA_ICRS,DE_ICRS,GLON,GLAT,r50,nbstars07,pmRA*,pmDE,plx,Flag,AgeNN,AVNN,DMNN,DistPc,X,Y,Z,Rgc,SimbadName,_RA.icrs,_DE.icrs,E(B-V)
130,Berkeley_13,73.943,52.809,155.069,5.919,0.065,135,-0.078,0.558,0.208,NN,8.69,2.09,12.99,3958.0,-3570.0,1659.0,408.0,12025.0,ClBerkeley13,73.943,52.809,0.705
131,Berkeley_14,74.935,43.488,162.805,0.655,0.051,189,1.504,0.426,0.187,NN,9.43,1.4,13.47,4933.0,-4712.0,1458.0,56.0,13134.0,ClBerkeley14,74.935,43.488,0.46499997
132,Berkeley_14A,75.278,43.429,163.004,0.814,0.426,4,-0.225,-2.741,0.882,notEnoughStars,,,,,,,,,ClBerkeley14A,75.278,43.429,0.6
133,Berkeley_15,75.52,44.506,162.26,1.612,0.06,114,0.782,-0.872,0.339,NN,7.27,2.64,12.36,2958.0,-2816.0,901.0,83.0,11192.0,ClBerkeley15,75.52,44.506,0.7991996
134,Berkeley_17,80.13,30.574,175.658,-3.677,0.071,254,2.618,-0.35,0.281,NN,9.86,1.63,12.62,3341.0,-3325.0,252.0,-214.0,11668.0,ClBerkeley17,80.13,30.574,0.6
135,Berkeley_18,80.531,45.442,163.589,5.03,0.117,253,0.849,-0.057,0.152,NN,9.64,1.53,13.75,5632.0,-5382.0,1585.0,493.0,13813.0,ClBerkeley18,80.531,45.442,0.525
136,Berkeley_19,81.014,29.575,176.917,-3.61,0.037,45,0.757,-0.329,0.135,NN,9.34,0.85,14.09,6568.0,-6546.0,352.0,-413.0,14890.0,ClBerkeley19,81.014,29.575,0.41
137,Berkeley_2,6.319,60.392,119.703,-2.316,0.027,73,-1.101,-0.304,0.117,NN,8.77,2.34,14.2,6928.0,-3430.0,6012.0,-279.0,13217.0,ClBerkeley2,6.319,60.392,0.79499996
138,Berkeley_20,83.152,0.185,203.485,-17.377,0.015,37,0.808,-0.244,0.04,NN,9.68,0.37,14.7,8728.0,-7639.0,-3319.0,-2606.0,16320.0,ClBerkeley20,83.152,0.185,0.125
139,Berkeley_21,87.93,21.812,186.817,-2.49,0.031,27,0.562,-1.051,0.159,NN,9.33,1.96,14.04,6417.0,-6366.0,-761.0,-278.0,14726.0,ClBerkeley21,87.93,21.812,0.645
140,Berkeley_22,89.618,7.763,199.874,-8.071,0.022,18,0.648,-0.473,0.069,NN,9.39,1.99,13.97,6225.0,-5796.0,-2095.0,-874.0,14291.0,ClBerkeley22,89.618,7.763,0.59999996
141,Berkeley_23,98.318,20.535,192.595,5.392,0.038,91,-0.055,-1.339,0.151,NN,9.02,0.83,13.67,5425.0,-5271.0,-1177.0,509.0,13661.0,ClBerkeley23,98.318,20.535,0.23499998
142,Berkeley_24,99.452,-0.874,212.156,-3.431,0.051,218,0.382,1.279,0.156,NN,9.15,1.74,13.45,4900.0,-4141.0,-2603.0,-293.0,12749.0,ClBerkeley24,99.452,-0.874,0.625
143,Berkeley_25,100.317,-16.487,226.613,-9.629,0.019,20,-0.114,0.845,0.077,NN,9.39,1.07,14.16,6780.0,-4591.0,-4858.0,-1134.0,13814.0,ClBerkeley25,100.317,-16.487,0.375
144,Berkeley_27,102.837,5.772,207.781,2.609,0.02,54,-1.091,0.147,0.19,NN,9.23,1.23,13.42,4835.0,-4273.0,-2251.0,220.0,12812.0,ClBerkeley27,102.837,5.772,0.385
145,Berkeley_28,103.028,2.922,210.408,1.482,0.021,53,-0.987,0.154,0.209,NN,8.54,1.6,13.4,4789.0,-4129.0,-2423.0,123.0,12702.0,ClBerkeley28,103.028,2.922,0.6770979
146,Berkeley_29,103.268,16.93,197.947,7.982,0.014,11,0.151,-1.01,0.023,NN,9.49,0.24,15.5,12604.0,-11874.0,-3846.0,1750.0,20577.0,ClBerkeley29,103.268,16.93,0.035
147,Berkeley_30,104.438,3.229,210.775,2.875,0.024,85,-0.252,-0.33,0.164,NN,8.47,1.27,13.66,5383.0,-4619.0,-2751.0,270.0,13248.0,ClBerkeley30,104.438,3.229,0.435
148,Berkeley_31,104.406,8.285,206.24,5.134,0.031,95,0.169,-0.926,0.141,NN,9.45,0.35,14.28,7177.0,-6412.0,-3160.0,642.0,15087.0,ClBerkeley31,104.406,8.285,0.16499999
149,Berkeley_32,104.53,6.433,207.955,4.409,0.063,361,-0.335,-1.608,0.28,NN,9.69,0.34,12.44,3072.0,-2706.0,-1436.0,236.0,11139.0,ClBerkeley32,104.53,6.433,0.08996849
150,Berkeley_33,104.456,-13.227,225.448,-4.6,0.032,126,-0.73,1.551,0.144,NN,8.37,1.75,13.84,5851.0,-4092.0,-4156.0,-469.0,13108.0,ClBerkeley33,104.456,-13.227,0.615
151,Berkeley_34,105.097,-0.239,214.165,1.882,0.024,30,-1.336,0.175,0.097,NN,9.38,1.64,14.41,7609.0,-6292.0,-4271.0,249.0,15243.0,ClBerkeley34,105.097,-0.239,0.575
152,Berkeley_35,107.491,2.734,212.606,5.367,0.039,83,-0.58,-0.235,0.16,NN,9.07,0.43,13.38,4745.0,-3980.0,-2546.0,443.0,12580.0,ClBerkeley35,107.491,2.734,0.06
153,Berkeley_36,109.105,-13.196,227.496,-0.563,0.046,150,-1.725,0.86,0.206,NN,9.83,1.42,13.2,4360.0,-2945.0,-3214.0,-42.0,11734.0,ClBerkeley36,109.105,-13.196,0.5507946
154,Berkeley_37,110.075,-1.002,217.132,5.958,0.04,106,-1.113,0.682,0.197,NN,8.97,0.17,13.11,4185.0,-3319.0,-2513.0,434.0,11927.0,ClBerkeley37,110.075,-1.002,0.062356368
155,Berkeley_39,116.702,-4.665,223.532,10.087,0.055,530,-1.73,-1.645,0.201,NN,9.75,0.29,12.99,3968.0,-2832.0,-2690.0,694.0,11491.0,ClBerkeley39,116.702,-4.665,0.11
156,Berkeley_4,11.291,64.391,122.254,1.528,0.033,42,-2.421,-0.236,0.296,NN,7.33,2.16,12.47,3121.0,-1665.0,2638.0,83.0,10347.0,ClBerkeley4,11.291,64.391,0.8130451
157,Berkeley_43,288.872,11.265,45.682,-0.135,0.048,197,-1.035,-3.504,0.186,tooRed,,,,,,,,,ClBerkeley43,288.872,11.265,1.7349999
158,Berkeley_44,289.313,19.55,53.218,3.343,0.05,192,0.007,-2.834,0.303,NN,9.16,2.75,12.28,2863.0,1711.0,2289.0,167.0,7012.0,ClBerkeley44,289.313,19.55,1.0477285
159,Berkeley_45,289.778,15.716,50.029,1.164,0.019,91,-1.336,-4.534,0.225,NN,8.79,2.88,12.61,3328.0,2137.0,2550.0,67.0,6706.0,ClBerkeley45,289.778,15.716,0.7460566
160,Berkeley_47,292.127,17.362,52.545,-0.041,0.029,52,-1.894,-5.444,0.402,NN,7.34,4.02,11.93,2437.0,1482.0,1934.0,-1.0,7125.0,ClBerkeley47,292.127,17.362,1.1682465
161,Berkeley_49,299.872,34.643,70.979,2.578,0.019,77,-2.995,-6.095,0.286,NN,8.41,3.24,12.41,3030.0,986.0,2862.0,136.0,7890.0,ClBerkeley49,299.872,34.643,1.1891737
162,Berkeley_5,26.928,62.935,129.282,0.759,0.019,30,-1.61,0.764,0.088,NN,9.06,3.46,14.25,7079.0,-4481.0,5479.0,93.0,13943.0,ClBerkeley5,26.928,62.935,1.0099831
163,Berkeley_50,302.505,34.967,72.408,0.926,0.021,82,-3.398,-5.072,0.246,NN,7.88,2.12,12.64,3380.0,1021.0,3221.0,54.0,7996.0,ClBerkeley50,302.505,34.967,0.7454834
164,Berkeley_51,302.972,34.402,72.146,0.293,0.02,89,-3.066,-4.918,0.167,tooRed,,,,,,,,,ClBerkeley51,302.972,34.402,2.07
165,Berkeley_52,303.621,28.947,67.897,-3.174,0.028,63,-4.292,-5.679,0.147,tooRed,,,,,,,,,ClBerkeley52,303.621,28.947,1.3199999
166,Berkeley_53,313.975,51.06,90.3,3.762,0.089,558,-3.795,-5.682,0.247,NN,8.99,4.42,12.67,3415.0,-17.0,3408.0,224.0,9026.0,ClBerkeley53,313.975,51.06,1.5066781
167,Berkeley_54,315.745,40.433,83.076,-4.134,0.033,87,-3.091,-3.254,0.12,NN,9.43,2.24,14.12,6680.0,803.0,6614.0,-481.0,10027.0,ClBerkeley54,315.745,40.433,0.80495524
168,Berkeley_55,319.232,51.762,93.024,1.804,0.031,107,-4.05,-4.618,0.309,manual,8.3,4.8,12.2,2754.0,-145.0,2749.0,86.0,8919.0,ClBerkeley55,319.232,51.762,1.3429928
169,Berkeley_56,319.391,41.835,85.979,-5.197,0.041,68,-1.901,-1.831,0.047,NN,9.47,1.42,14.89,9516.0,664.0,9454.0,-862.0,12177.0,ClBerkeley56,319.391,41.835,0.46999997
170,Berkeley_58,0.063,60.937,116.754,-1.319,0.06,123,-3.498,-1.782,0.282,NN,7.78,1.83,12.7,3468.0,-1560.0,3096.0,-79.0,10373.0,ClBerkeley58,0.063,60.937,0.71404743
171,Berkeley_59,0.57,67.441,118.23,5.019,0.137,235,-1.616,-1.764,0.916,tooRed,,,,,,,,,ClBerkeley59,0.57,67.441,2.0349998
172,Berkeley_6,27.803,61.061,130.101,-0.976,0.044,66,-0.857,-0.485,0.31,NN,8.35,1.8,12.42,3051.0,-1965.0,2333.0,-51.0,10566.0,ClBerkeley6,27.803,61.061,0.82755375
173,Berkeley_60,4.44,60.936,118.851,-1.669,0.04,104,-0.682,-0.732,0.236,NN,8.57,2.07,12.85,3711.0,-1789.0,3249.0,-108.0,10638.0,ClBerkeley60,4.44,60.936,0.7777964
174,Berkeley_61,12.04,67.199,122.613,4.329,0.024,40,-2.505,-0.014,0.309,NN,8.26,2.07,12.33,2922.0,-1570.0,2454.0,220.0,10210.0,ClBerkeley61,12.04,67.199,0.7870406
175,Berkeley_62,15.309,63.918,124.009,1.066,0.081,84,-2.15,-0.353,0.36,NN,7.17,2.09,12.12,2660.0,-1487.0,2204.0,49.0,10071.0,ClBerkeley62,15.309,63.918,0.64
176,Berkeley_63,34.858,63.718,132.488,2.491,0.041,47,-0.958,0.203,0.172,NN,7.26,2.52,13.67,5412.0,-3652.0,3987.0,235.0,12638.0,ClBerkeley63,34.858,63.718,0.815
177,Berkeley_64,35.428,65.888,131.982,4.613,0.044,41,-0.511,0.998,0.159,NN,9.09,2.28,13.4,4775.0,-3184.0,3538.0,384.0,12055.0,ClBerkeley64,35.428,65.888,0.84499997
178,Berkeley_65,39.768,60.403,135.848,0.258,0.025,37,-0.7,-0.337,0.444,NN,7.99,2.49,11.79,2282.0,-1637.0,1589.0,10.0,10103.0,ClBerkeley65,39.768,60.403,1.0233262
179,Berkeley_66,46.03,58.731,139.431,0.175,0.054,25,-0.12,-0.191,0.158,NN,9.49,3.6,13.39,4759.0,-3615.0,3095.0,14.0,12349.0,ClBerkeley66,46.03,58.731,1.1165094
180,Berkeley_67,69.472,50.755,154.852,2.481,0.082,153,2.316,-1.374,0.415,NN,9.1,2.03,11.73,2216.0,-2004.0,941.0,95.0,10387.0,ClBerkeley67,69.472,50.755,0.7705697
181,Berkeley_68,71.053,42.134,162.039,-2.404,0.1,200,2.31,-1.312,0.281,NN,9.32,1.38,12.65,3383.0,-3216.0,1042.0,-141.0,11603.0,ClBerkeley68,71.053,42.134,0.48499998
182,Berkeley_69,81.09,32.607,174.442,-1.853,0.038,99,0.806,-1.937,0.259,NN,8.9,1.61,12.66,3410.0,-3392.0,330.0,-110.0,11737.0,ClBerkeley69,81.09,32.607,0.54550874
183,Berkeley_7,28.546,62.366,130.136,0.375,0.045,89,-0.993,-0.13,0.337,NN,7.53,1.92,12.28,2863.0,-1845.0,2189.0,18.0,10418.0,ClBerkeley7,28.546,62.366,0.705
184,Berkeley_70,81.457,41.951,166.865,3.628,0.061,137,0.947,-1.864,0.177,NN,9.34,1.23,13.48,4954.0,-4815.0,1123.0,313.0,13203.0,ClBerkeley70,81.457,41.951,0.51899123
185,Berkeley_71,85.233,32.272,176.631,0.894,0.036,57,0.65,-1.614,0.226,NN,8.94,2.53,12.78,3598.0,-3591.0,211.0,56.0,11933.0,ClBerkeley71,85.233,32.272,0.99
186,Berkeley_72,87.559,22.247,186.267,-2.564,0.04,55,0.853,-0.261,0.154,NN,7.73,1.65,13.69,5470.0,-5431.0,-596.0,-244.0,13784.0,ClBerkeley72,87.559,22.247,0.5875975
187,Berkeley_73,95.52,-6.321,215.261,-9.393,0.016,45,0.227,1.11,0.128,NN,9.15,0.69,13.95,6158.0,-4960.0,-3507.0,-1005.0,13755.0,ClBerkeley73,95.52,-6.321,0.245
188,Berkeley_75,102.252,-23.999,234.308,-11.191,0.032,39,-0.264,1.088,0.088,NN,9.23,0.29,14.6,8304.0,-4752.0,-6616.0,-1611.0,14669.0,ClBerkeley75,102.252,-23.999,0.12
189,Berkeley_76,106.672,-11.735,225.102,-1.994,0.052,37,-0.58,1.4,0.218,NN,9.22,1.38,13.38,4746.0,-3347.0,-3359.0,-165.0,12161.0,ClBerkeley76,106.672,-11.735,0.53
190,Berkeley_77,110.362,-3.234,219.253,5.181,0.028,60,-1.001,-0.113,0.257,NN,8.87,0.29,12.79,3617.0,-2789.0,-2279.0,326.0,11361.0,ClBerkeley77,110.362,-3.234,0.145
191,Berkeley_78,110.913,5.37,211.788,9.603,0.038,113,-0.071,-1.24,0.187,NN,9.59,0.22,13.08,4125.0,-3457.0,-2143.0,688.0,11991.0,ClBerkeley78,110.913,5.37,0.024999999
192,Berkeley_79,281.25,-1.146,31.178,0.909,0.046,79,-0.118,-1.554,0.402,NN,8.24,2.68,11.78,2272.0,1944.0,1176.0,36.0,6503.0,ClBerkeley79,281.25,-1.146,0.92269
193,Berkeley_8,30.306,75.489,127.358,13.22,0.077,250,2.65,0.439,0.25,NN,9.56,1.75,12.62,3339.0,-1972.0,2584.0,763.0,10631.0,ClBerkeley8,30.306,75.489,0.605
194,Berkeley_80,283.591,-1.214,32.185,-1.204,0.037,72,-0.755,-2.667,0.39,manual,8.2,3.5,11.78,2270.0,1920.0,1208.0,-47.0,6531.0,ClBerkeley80,283.591,-1.214,1.0624104
195,Berkeley_81,285.419,-0.454,33.695,-2.485,0.044,127,-1.204,-1.853,0.254,NN,9.06,2.75,12.6,3313.0,2754.0,1836.0,-143.0,5879.0,ClBerkeley81,285.419,-0.454,0.90448713
196,Berkeley_82,287.845,13.111,46.852,1.611,0.022,23,0.178,-3.168,0.708,NN,8.02,2.43,10.68,1365.0,933.0,995.0,38.0,7473.0,ClBerkeley82,287.845,13.111,0.82687545
197,Berkeley_83,300.356,28.645,66.095,-0.93,0.013,30,-2.604,-4.692,0.092,NN,8.38,4.59,14.12,6663.0,2700.0,6091.0,-108.0,8301.0,ClBerkeley83,300.356,28.645,1.4549999
198,Berkeley_85,304.692,37.744,75.697,0.997,0.057,310,-2.94,-4.677,0.22,NN,8.62,2.77,12.74,3526.0,871.0,3416.0,61.0,8213.0,ClBerkeley85,304.692,37.744,0.71
199,Berkeley_86,305.084,38.688,76.65,1.276,0.07,23,-3.447,-5.402,0.558,NN,7.04,2.77,11.05,1621.0,374.0,1577.0,36.0,8120.0,ClBerkeley86,305.084,38.688,0.7189132
200,Berkeley_87,305.396,37.433,75.756,0.361,0.093,112,-3.654,-6.264,0.573,NN,6.92,3.68,11.08,1644.0,404.0,1594.0,10.0,8093.0,ClBerkeley87,305.396,37.433,1.3313608
201,Berkeley_89,306.114,46.048,83.144,4.841,0.042,176,-2.014,-2.245,0.239,NN,9.32,1.91,12.73,3508.0,417.0,3470.0,296.0,8649.0,ClBerkeley89,306.114,46.048,0.5580238
202,Berkeley_9,53.167,52.649,146.069,-2.825,0.053,142,1.493,0.037,0.513,NN,9.14,2.69,11.29,1814.0,-1503.0,1011.0,-89.0,9895.0,ClBerkeley9,53.167,52.649,0.83672744
203,Berkeley_90,308.819,46.843,84.883,3.794,0.055,82,-2.829,-4.369,0.302,NN,6.71,3.6,12.4,3025.0,269.0,3007.0,200.0,8612.0,ClBerkeley90,308.819,46.843,0.9
204,Berkeley_91,317.711,48.543,90.022,0.288,0.023,32,-1.599,-2.927,0.203,manual,8.8,4.04,13.91,6057.0,-2.0,6057.0,30.0,10309.0,ClBerkeley91,317.711,48.543,1.1714514
205,Berkeley_92,321.206,57.528,97.926,5.063,0.022,35,-2.464,-2.325,0.068,NN,9.44,2.2,14.31,7282.0,-1000.0,7185.0,642.0,11784.0,ClBerkeley92,321.206,57.528,0.76
206,Berkeley_94,335.711,55.862,103.118,-1.185,0.037,39,-3.713,-2.861,0.217,NN,7.19,1.62,13.06,4097.0,-929.0,3990.0,-84.0,10092.0,ClBerkeley94,335.711,55.862,0.625
207,Berkeley_95,337.082,59.129,105.471,1.197,0.041,31,-3.401,-2.287,0.248,NN,7.08,3.83,12.96,3907.0,-1042.0,3764.0,81.0,10109.0,ClBerkeley95,337.082,59.129,1.3783686
208,Berkeley_96,337.478,55.408,103.727,-2.097,0.025,53,-3.503,-2.994,0.252,NN,7.57,1.43,12.77,3573.0,-847.0,3469.0,-130.0,9820.0,ClBerkeley96,337.478,55.408,0.5612132
209,Berkeley_97,339.853,59.005,106.641,0.374,0.035,76,-2.736,-1.808,0.314,NN,7.18,2.58,12.55,3241.0,-928.0,3105.0,21.0,9774.0,ClBerkeley97,339.853,59.005,0.8163581
210,Berkeley_98,340.665,52.407,103.869,-5.633,0.062,148,-1.353,-3.186,0.253,NN,9.39,0.61,12.73,3519.0,-839.0,3400.0,-345.0,9788.0,ClBerkeley98,340.665,52.407,0.16499999
211,Berkeley_99,350.26,71.778,115.92,10.148,0.05,88,-3.139,-0.359,0.137,NN,9.53,0.72,13.54,5105.0,-2196.0,4520.0,899.0,11465.0,ClBerkeley99,350.26,71.778,0.325
212,Bica_3,276.519,-13.058,18.446,-0.417,0.016,70,-0.588,-1.598,0.391,tooRed,,,,,,,,,[BBD2004]Cluster1,276.519,-13.058,2.29
213,Biurakan_2,302.283,35.488,72.747,1.359,0.139,47,-3.169,-6.843,0.542,NN,6.97,0.93,11.18,1723.0,511.0,1645.0,40.0,7999.0,ClBiurakan2,302.283,35.488,0.605627
214,Blanco_1,0.853,-29.958,15.09,-79.086,0.699,380,18.739,2.602,4.21,NN,8.02,0.01,6.9,240.0,43.0,11.0,-236.0,8296.0,ClBlanco1,0.8529,-29.958,0.0
215,Bochum_11,161.769,-60.096,288.012,-0.878,0.056,61,-6.335,1.742,0.389,NN,6.8,1.27,12.06,2584.0,799.0,-2457.0,-39.0,7931.0,ClBochum11,161.7691,-60.096,
216,Bochum_13,259.333,-35.529,351.211,1.383,0.105,57,-0.286,-1.284,0.567,manual,6.95,2.63,11.11,1666.0,1646.0,-254.0,40.0,6698.0,ClBochum13,259.333,-35.529,
217,Bochum_3,105.86,-5.021,218.767,0.372,0.033,17,-1.174,-0.19,0.448,NN,8.06,0.69,11.75,2238.0,-1745.0,-1401.0,14.0,10182.0,ClBochum3,105.86,-5.021,0.08955227
218,Bochum_4,112.877,-17.229,232.772,0.734,0.136,21,-3.014,1.848,0.761,NN,7.98,0.39,10.55,1285.0,-777.0,-1023.0,16.0,9174.0,ClBochum4,112.877,-17.229,0.199245
219,Bochum_6,112.992,-19.416,234.741,-0.224,0.075,75,-2.28,2.308,0.249,NN,6.81,1.59,12.97,3931.0,-2269.0,-3210.0,-15.0,11084.0,ClBochum6,112.992,-19.416,0.5570183
220,COIN-Gaia_1,11.933,66.769,122.566,3.9,0.357,78,-5.034,-3.048,1.546,NN,8.26,1.13,9.09,658.0,-353.0,554.0,44.0,8711.0,[CKS2019]COIN-Gaia1,11.9331,66.769,0.59364516
221,COIN-Gaia_10,68.385,40.509,161.92,-4.981,0.177,28,2.025,-3.355,0.943,NN,7.74,0.95,10.04,1018.0,-964.0,314.0,-88.0,9310.0,[CKS2019]COIN-Gaia10,68.385,40.509,0.4780991
222,COIN-Gaia_11,68.11,39.479,162.538,-5.834,0.336,75,3.574,-5.62,1.485,manual,8.9,1.25,9.13,669.0,-635.0,199.0,-68.0,8977.0,[CKS2019]COIN-Gaia11,68.11,39.479,0.5202557
223,COIN-Gaia_12,79.209,41.708,166.113,2.112,0.306,67,2.616,-4.681,1.03,NN,8.73,0.16,9.9,954.0,-926.0,228.0,35.0,9268.0,[CKS2019]COIN-Gaia12,79.209,41.708,0.114999995
224,COIN-Gaia_13,83.186,42.087,167.459,4.776,1.003,130,-3.828,-1.676,1.927,NN,8.27,0.37,8.68,545.0,-530.0,118.0,45.0,8871.0,[CKS2019]COIN-Gaia13,83.186,42.087,0.1222793
225,COIN-Gaia_14,77.696,39.195,167.476,-0.293,0.157,19,1.331,-6.598,1.043,NN,8.63,0.62,9.86,936.0,-914.0,203.0,-4.0,9256.0,[CKS2019]COIN-Gaia14,77.696,39.195,0.28425515
226,COIN-Gaia_15,76.09,35.831,169.408,-3.328,0.147,87,0.44,-3.781,0.824,NN,8.0,1.27,10.35,1174.0,-1152.0,215.0,-68.0,9494.0,[CKS2019]COIN-Gaia15,76.09,35.831,0.40999997
227,COIN-Gaia_16,80.179,37.438,170.038,0.27,0.059,25,1.262,-3.749,0.622,NN,7.41,0.57,10.93,1531.0,-1508.0,264.0,7.0,9852.0,[CKS2019]COIN-Gaia16,80.179,37.438,0.27699503
228,COIN-Gaia_17,81.244,37.558,170.418,1.035,0.151,67,0.358,-4.297,0.885,NN,8.6,0.75,10.17,1082.0,-1067.0,180.0,19.0,9408.0,[CKS2019]COIN-Gaia17,81.244,37.558,0.46369088
229,COIN-Gaia_18,78.408,35.498,170.797,-2.014,0.239,39,0.767,-4.955,0.953,NN,8.25,0.85,10.06,1027.0,-1013.0,164.0,-36.0,9355.0,[CKS2019]COIN-Gaia18,78.408,35.498,0.27499998
230,COIN-Gaia_19,82.188,34.29,173.557,-0.153,0.172,77,-1.477,-4.641,0.774,NN,8.03,0.73,10.47,1241.0,-1233.0,139.0,-3.0,9574.0,[CKS2019]COIN-Gaia19,82.188,34.29,0.21875435
231,COIN-Gaia_2,15.06,55.409,124.192,-7.441,0.187,115,-4.457,-1.933,0.787,NN,8.82,0.46,10.4,1204.0,-670.0,987.0,-155.0,9064.0,[CKS2019]COIN-Gaia2,15.06,55.409,0.175
232,COIN-Gaia_20,78.634,31.691,174.004,-4.082,0.258,36,0.548,-1.455,0.911,NN,7.93,0.63,10.09,1044.0,-1036.0,108.0,-74.0,9376.0,[CKS2019]COIN-Gaia20,78.634,31.691,0.2712203
233,COIN-Gaia_21,84.766,28.402,179.696,-1.504,0.098,26,-0.115,-3.849,0.697,NN,7.45,1.09,10.74,1406.0,-1405.0,7.0,-36.0,9745.0,[CKS2019]COIN-Gaia21,84.766,28.402,0.54919416
234,COIN-Gaia_22,91.06,31.602,179.721,4.815,0.086,83,-0.708,-3.309,0.49,NN,8.48,0.82,11.49,1987.0,-1980.0,9.0,166.0,10320.0,[CKS2019]COIN-Gaia22,91.06,31.602,0.3085583
235,COIN-Gaia_23,87.449,27.008,182.127,-0.209,0.275,91,-0.318,-0.928,1.032,NN,8.11,0.54,9.86,937.0,-937.0,-34.0,-3.0,9277.0,[CKS2019]COIN-Gaia23,87.449,27.008,0.1793479
236,COIN-Gaia_24,90.693,23.203,186.893,0.416,0.194,47,2.536,-2.954,0.965,NN,7.92,0.67,10.06,1030.0,-1022.0,-123.0,7.0,9363.0,[CKS2019]COIN-Gaia24,90.693,23.203,0.4264838
237,COIN-Gaia_25,91.691,20.276,189.899,-0.211,0.291,83,-0.499,-2.595,1.201,NN,8.75,0.38,9.58,824.0,-812.0,-141.0,-3.0,9153.0,[CKS2019]COIN-Gaia25,91.691,20.276,0.19818544
238,COIN-Gaia_26,83.771,15.721,190.009,-9.01,0.107,62,0.267,-2.376,0.688,NN,8.23,1.32,10.8,1442.0,-1403.0,-247.0,-225.0,9746.0,[CKS2019]COIN-Gaia26,83.771,15.721,0.45
239,COIN-Gaia_27,85.76,13.743,192.728,-8.387,0.195,57,0.697,-3.594,0.912,NN,8.86,1.18,10.35,1173.0,-1132.0,-255.0,-171.0,9475.0,[CKS2019]COIN-Gaia27,85.76,13.743,0.46885958
240,COIN-Gaia_28,96.333,11.159,200.041,-0.63,0.115,90,-1.12,-0.942,0.59,NN,7.74,0.75,11.02,1600.0,-1503.0,-548.0,-17.0,9858.0,[CKS2019]COIN-Gaia28,96.333,11.159,0.24082398
241,COIN-Gaia_29,15.548,63.648,124.125,0.801,0.177,11,-2.654,-0.317,0.313,notEnoughStars,,,,,,,,,[CKS2019]COIN-Gaia29,15.548,63.648,0.97499996
242,COIN-Gaia_3,18.739,60.505,125.825,-2.235,0.126,85,-2.431,-1.791,0.775,NN,7.69,1.69,10.41,1209.0,-707.0,979.0,-47.0,9100.0,[CKS2019]COIN-Gaia3,18.739,60.505,0.67999995
243,COIN-Gaia_30,21.08,70.574,125.684,7.878,0.254,90,-6.145,2.067,1.346,NN,8.41,1.25,9.42,767.0,-443.0,617.0,105.0,8804.0,[CKS2019]COIN-Gaia30,21.0801,70.574,0.45499998
244,COIN-Gaia_31,21.307,61.135,127.0,-1.469,0.093,18,-1.983,-0.526,0.381,notEnoughStars,,,,,,,,,[CKS2019]COIN-Gaia31,21.307,61.135,0.90999997
245,COIN-Gaia_32,28.194,63.066,129.813,1.016,0.139,17,0.053,-2.195,0.775,NN,8.56,0.82,10.48,1248.0,-799.0,959.0,22.0,9189.0,[CKS2019]COIN-Gaia32,28.194,63.066,0.39924288
246,COIN-Gaia_33,30.276,61.475,131.15,-0.28,0.05,14,-1.307,-0.071,0.123,notEnoughStars,,,,,,,,,[CKS2019]COIN-Gaia33,30.276,61.475,0.945
247,COIN-Gaia_34,31.231,61.776,131.504,0.133,0.183,34,-2.231,0.866,1.006,NN,8.34,1.19,10.05,1022.0,-677.0,765.0,2.0,9049.0,[CKS2019]COIN-Gaia34,31.231,61.776,0.53
248,COIN-Gaia_35,33.472,60.039,133.06,-1.201,0.043,10,-0.526,-0.396,0.341,notEnoughStars,,,,,,,,,[CKS2019]COIN-Gaia35,33.472,60.039,1.27
249,COIN-Gaia_37,45.377,58.329,139.326,-0.341,0.845,3,0.849,-2.042,0.976,notEnoughStars,,,,,,,,,[CKS2019]COIN-Gaia37,45.377,58.329,1.285
250,COIN-Gaia_38,51.472,51.072,146.101,-4.718,0.132,50,2.032,-6.785,0.793,NN,8.43,1.56,10.53,1274.0,-1054.0,708.0,-104.0,9420.0,[CKS2019]COIN-Gaia38,51.472,51.072,0.57
251,COIN-Gaia_39,69.612,42.95,160.724,-2.663,0.244,13,0.238,-2.467,0.991,NN,8.46,0.63,10.02,1010.0,-952.0,333.0,-46.0,9298.0,[CKS2019]COIN-Gaia39,69.612,42.95,0.305
252,COIN-Gaia_4,26.129,58.756,129.782,-3.408,0.107,42,-0.948,-1.0,0.45,NN,7.73,1.65,11.72,2205.0,-1408.0,1692.0,-131.0,9894.0,[CKS2019]COIN-Gaia4,26.129,58.756,0.44368172
253,COIN-Gaia_40,81.874,33.526,174.048,-0.794,0.073,12,0.393,-2.762,0.47,notEnoughStars,,,,,,,,,[CKS2019]COIN-Gaia40,81.874,33.526,0.77
254,COIN-Gaia_41,89.835,19.026,190.126,-2.348,0.148,48,-0.314,-3.685,0.52,NN,8.34,1.51,11.49,1988.0,-1955.0,-349.0,-81.0,10301.0,[CKS2019]COIN-Gaia41,89.835,19.026,0.49404982
255,COIN-Gaia_5,27.408,58.078,130.583,-3.927,0.224,21,-2.774,-0.511,1.063,NN,8.04,0.45,9.8,912.0,-592.0,691.0,-62.0,8959.0,[CKS2019]COIN-Gaia5,27.408,58.078,0.18199897
256,COIN-Gaia_6,28.101,58.636,130.809,-3.3,0.077,83,-2.355,-0.49,0.277,NN,8.68,1.18,12.57,3259.0,-2126.0,2463.0,-187.0,10752.0,[CKS2019]COIN-Gaia6,28.101,58.636,0.34308434
